float_id,time,depth_dbar,temperature_C,salinity_psu
b'1902453 ',2025-09-22 02:10:55.000228864,736.0,8.024,34.957
b'1902453 ',2025-09-22 02:10:55.000228864,738.0,8.029,34.958
b'1902453 ',2025-09-22 02:10:55.000228864,740.0,8.031,34.96
b'1902453 ',2025-09-22 02:10:55.000228864,742.0,8.018,34.959
b'1902453 ',2025-09-22 02:10:55.000228864,744.0,8.014,34.959
b'1902453 ',2025-09-22 02:10:55.000228864,746.0,8.009,34.96
b'1902453 ',2025-09-22 02:10:55.000228864,748.0,7.996,34.96
b'1902453 ',2025-09-22 02:10:55.000228864,750.0,7.978,34.959
b'1902453 ',2025-09-22 02:10:55.000228864,752.0,7.966,34.958
b'1902453 ',2025-09-22 02:10:55.000228864,754.0,7.957,34.958
b'1902453 ',2025-09-22 02:10:55.000228864,756.0,7.957,34.959
b'1902453 ',2025-09-22 02:10:55.000228864,758.0,7.947,34.958
b'1902453 ',2025-09-22 02:10:55.000228864,760.0,7.916,34.961
b'1902453 ',2025-09-22 02:10:55.000228864,762.0,7.91,34.962
b'1902453 ',2025-09-22 02:10:55.000228864,764.0,7.906,34.962
b'1902453 ',2025-09-22 02:10:55.000228864,766.0,7.902,34.961
b'1902453 ',2025-09-22 02:10:55.000228864,768.0,7.897,34.961
b'1902453 ',2025-09-22 02:10:55.000228864,770.0,7.891,34.961
b'1902453 ',2025-09-22 02:10:55.000228864,772.0,7.883,34.96
b'1902453 ',2025-09-22 02:10:55.000228864,774.0,7.869,34.958
b'1902453 ',2025-09-22 02:10:55.000228864,776.0,7.838,34.956
b'1902453 ',2025-09-22 02:10:55.000228864,778.0,7.824,34.954
b'1902453 ',2025-09-22 02:10:55.000228864,780.0,7.809,34.952
b'1902453 ',2025-09-22 02:10:55.000228864,782.0,7.769,34.948
b'1902453 ',2025-09-22 02:10:55.000228864,784.0,7.731,34.945
b'1902453 ',2025-09-22 02:10:55.000228864,786.0,7.694,34.942
b'1902453 ',2025-09-22 02:10:55.000228864,788.0,7.682,34.941
b'1902453 ',2025-09-22 02:10:55.000228864,790.0,7.679,34.94
b'1902453 ',2025-09-22 02:10:55.000228864,792.0,7.666,34.94
b'1902453 ',2025-09-22 02:10:55.000228864,794.0,7.661,34.94
b'1902453 ',2025-09-22 02:10:55.000228864,796.0,7.66,34.94
b'1902453 ',2025-09-22 02:10:55.000228864,798.0,7.66,34.94
b'1902453 ',2025-09-22 02:10:55.000228864,800.0,7.66,34.94
b'1902453 ',2025-09-22 02:10:55.000228864,802.0,7.66,34.94
b'1902453 ',2025-09-22 02:10:55.000228864,804.0,7.659,34.939
b'1902453 ',2025-09-22 02:10:55.000228864,806.0,7.656,34.939
b'1902453 ',2025-09-22 02:10:55.000228864,808.0,7.652,34.939
b'1902453 ',2025-09-22 02:10:55.000228864,810.0,7.651,34.939
b'1902453 ',2025-09-22 02:10:55.000228864,812.0,7.647,34.938
b'1902453 ',2025-09-22 02:10:55.000228864,814.0,7.631,34.937
b'1902453 ',2025-09-22 02:10:55.000228864,816.0,7.617,34.936
b'1902453 ',2025-09-22 02:10:55.000228864,818.0,7.602,34.935
b'1902453 ',2025-09-22 02:10:55.000228864,820.0,7.583,34.934
b'1902453 ',2025-09-22 02:10:55.000228864,822.0,7.569,34.933
b'1902453 ',2025-09-22 02:10:55.000228864,824.0,7.56,34.933
b'1902453 ',2025-09-22 02:10:55.000228864,826.0,7.543,34.932
b'1902453 ',2025-09-22 02:10:55.000228864,828.0,7.534,34.932
b'1902453 ',2025-09-22 02:10:55.000228864,830.0,7.522,34.933
b'1902453 ',2025-09-22 02:10:55.000228864,832.0,7.51,34.932
b'1902453 ',2025-09-22 02:10:55.000228864,834.0,7.499,34.932
b'1902453 ',2025-09-22 02:10:55.000228864,836.0,7.493,34.932
b'1902453 ',2025-09-22 02:10:55.000228864,838.0,7.485,34.932
b'1902453 ',2025-09-22 02:10:55.000228864,840.0,7.472,34.932
b'1902453 ',2025-09-22 02:10:55.000228864,842.0,7.449,34.932
b'1902453 ',2025-09-22 02:10:55.000228864,844.0,7.436,34.931
b'1902453 ',2025-09-22 02:10:55.000228864,846.0,7.429,34.93
b'1902453 ',2025-09-22 02:10:55.000228864,848.0,7.42,34.93
b'1902453 ',2025-09-22 02:10:55.000228864,850.0,7.414,34.929
b'1902453 ',2025-09-22 02:10:55.000228864,852.0,7.41,34.929
b'1902453 ',2025-09-22 02:10:55.000228864,854.0,7.406,34.929
b'1902453 ',2025-09-22 02:10:55.000228864,856.0,7.4,34.929
b'1902453 ',2025-09-22 02:10:55.000228864,858.0,7.395,34.929
b'1902453 ',2025-09-22 02:10:55.000228864,860.0,7.392,34.928
b'1902453 ',2025-09-22 02:10:55.000228864,862.0,7.376,34.928
b'1902453 ',2025-09-22 02:10:55.000228864,864.0,7.361,34.927
b'1902453 ',2025-09-22 02:10:55.000228864,866.0,7.354,34.927
b'1902453 ',2025-09-22 02:10:55.000228864,868.0,7.349,34.927
b'1902453 ',2025-09-22 02:10:55.000228864,870.0,7.344,34.927
b'1902453 ',2025-09-22 02:10:55.000228864,872.0,7.34,34.926
b'1902453 ',2025-09-22 02:10:55.000228864,874.1,7.331,34.926
b'1902453 ',2025-09-22 02:10:55.000228864,876.0,7.306,34.924
b'1902453 ',2025-09-22 02:10:55.000228864,878.0,7.271,34.923
b'1902453 ',2025-09-22 02:10:55.000228864,880.0,7.26,34.922
b'1902453 ',2025-09-22 02:10:55.000228864,882.0,7.25,34.922
b'1902453 ',2025-09-22 02:10:55.000228864,884.0,7.246,34.922
b'1902453 ',2025-09-22 02:10:55.000228864,886.0,7.245,34.922
b'1902453 ',2025-09-22 02:10:55.000228864,888.0,7.244,34.922
b'1902453 ',2025-09-22 02:10:55.000228864,890.0,7.239,34.922
b'1902453 ',2025-09-22 02:10:55.000228864,892.0,7.236,34.921
b'1902453 ',2025-09-22 02:10:55.000228864,894.0,7.229,34.921
b'1902453 ',2025-09-22 02:10:55.000228864,896.0,7.219,34.92
b'1902453 ',2025-09-22 02:10:55.000228864,898.0,7.191,34.924
b'1902453 ',2025-09-22 02:10:55.000228864,900.0,7.183,34.926
b'1902453 ',2025-09-22 02:10:55.000228864,902.0,7.178,34.927
b'1902453 ',2025-09-22 02:10:55.000228864,904.0,7.173,34.927
b'1902453 ',2025-09-22 02:10:55.000228864,906.0,7.165,34.926
b'1902453 ',2025-09-22 02:10:55.000228864,908.0,7.158,34.926
b'1902453 ',2025-09-22 02:10:55.000228864,910.0,7.149,34.924
b'1902453 ',2025-09-22 02:10:55.000228864,912.0,7.127,34.921
b'1902453 ',2025-09-22 02:10:55.000228864,914.0,7.112,34.917
b'1902453 ',2025-09-22 02:10:55.000228864,916.0,7.075,34.912
b'1902453 ',2025-09-22 02:10:55.000228864,918.0,6.987,34.901
b'1902453 ',2025-09-22 02:10:55.000228864,920.0,6.97,34.898
b'1902453 ',2025-09-22 02:10:55.000228864,922.0,6.97,34.896
b'1902453 ',2025-09-22 02:10:55.000228864,924.0,6.904,34.887
b'1902453 ',2025-09-22 02:10:55.000228864,926.0,6.815,34.877
b'1902453 ',2025-09-22 02:10:55.000228864,928.0,6.825,34.882
b'1902453 ',2025-09-22 02:10:55.000228864,930.0,6.848,34.892
b'1902453 ',2025-09-22 02:10:55.000228864,932.0,6.849,34.892
b'1902453 ',2025-09-22 02:10:55.000228864,934.0,6.847,34.891
b'1902453 ',2025-09-22 02:10:55.000228864,936.0,6.841,34.89
b'1902453 ',2025-09-22 02:10:55.000228864,938.0,6.816,34.887
b'1902453 ',2025-09-22 02:10:55.000228864,940.0,6.773,34.883
b'1902453 ',2025-09-22 02:10:55.000228864,942.0,6.76,34.881
b'1902453 ',2025-09-22 02:10:55.000228864,944.0,6.75,34.879
b'1902453 ',2025-09-22 02:10:55.000228864,946.0,6.735,34.877
b'1902453 ',2025-09-22 02:10:55.000228864,948.0,6.726,34.876
b'1902453 ',2025-09-22 02:10:55.000228864,950.0,6.706,34.872
b'1902453 ',2025-09-22 02:10:55.000228864,952.0,6.67,34.868
b'1902453 ',2025-09-22 02:10:55.000228864,954.0,6.64,34.863
b'1902453 ',2025-09-22 02:10:55.000228864,956.0,6.592,34.857
b'1902453 ',2025-09-22 02:10:55.000228864,958.0,6.592,34.856
b'1902453 ',2025-09-22 02:10:55.000228864,960.0,6.588,34.854
b'1902453 ',2025-09-22 02:10:55.000228864,962.0,6.497,34.845
b'1902453 ',2025-09-22 02:10:55.000228864,964.0,6.496,34.844
b'1902453 ',2025-09-22 02:10:55.000228864,966.0,6.463,34.84
b'1902453 ',2025-09-22 02:10:55.000228864,968.0,6.418,34.835
b'1902453 ',2025-09-22 02:10:55.000228864,970.0,6.418,34.835
b'1902453 ',2025-09-22 02:10:55.000228864,972.0,6.418,34.835
b'1902453 ',2025-09-22 02:10:55.000228864,974.0,6.418,34.834
b'1902453 ',2025-09-22 02:10:55.000228864,976.0,6.418,34.834
b'1902453 ',2025-09-22 02:10:55.000228864,977.7,6.419,34.833
b'1902453 ',2025-09-22 02:10:55.000228864,998.9,6.2214,34.832
b'1902453 ',2025-09-22 02:10:55.000228864,1049.4,6.1266,34.846
b'1902453 ',2025-09-22 02:10:55.000228864,1099.7,5.9493,34.841
b'1902453 ',2025-09-22 02:10:55.000228864,1149.7,5.6712,34.836
b'1902453 ',2025-09-22 02:10:55.000228864,1199.7,5.607,34.854
b'1902453 ',2025-09-22 02:10:55.000228864,1249.5,5.4518,34.85
b'1902453 ',2025-09-22 02:10:55.000228864,1299.6,5.2501,34.836
b'1902453 ',2025-09-22 02:10:55.000228864,1349.6,5.1256,34.827
b'1902453 ',2025-09-22 02:10:55.000228864,1399.8,4.832,34.811
b'1902453 ',2025-09-22 02:10:55.000228864,1449.4,4.5969,34.798
b'1902453 ',2025-09-22 02:10:55.000228864,1500.1,4.3914,34.81
b'1902453 ',2025-09-22 02:10:55.000228864,1549.4,4.3109,34.816
b'1902453 ',2025-09-22 02:10:55.000228864,1599.4,4.0775,34.807
b'1902453 ',2025-09-22 02:10:55.000228864,1648.9,3.6813,34.772
b'1902453 ',2025-09-22 02:10:55.000228864,1699.5,3.5058,34.767
b'1902453 ',2025-09-22 02:10:55.000228864,1749.4,3.2347,34.77
b'1902453 ',2025-09-22 02:10:55.000228864,1798.6,3.0984,34.764
b'1902453 ',2025-09-22 02:10:55.000228864,1849.2,3.0533,34.766
b'1902453 ',2025-09-22 02:10:55.000228864,1898.1,2.9391,34.768
b'1902453 ',2025-09-22 02:10:55.000228864,1949.9,2.87,34.766
